"lat","lon","vals","standard_name","long_name","units"
-61.875,-68.875,364279952.53743625,,,
-61.875,-68.625,364279952.5374322,,,
-61.875,-68.375,364279952.53743917,,,
-61.875,-68.125,364279952.5374311,,,
-61.875,-67.875,364279952.5374504,,,
-61.875,-67.625,364279952.53744066,,,
-61.875,-67.375,364279952.5374366,,,
-61.875,-67.125,364279952.53743464,,,
-61.875,-66.875,364279952.5374535,,,
-61.875,-66.625,364279952.5374297,,,
-61.875,-66.375,364279952.5374396,,,
-61.875,-66.125,364279952.53743744,,,
-61.875,-65.875,364279952.5374344,,,
-61.875,-65.625,364279952.5374504,,,
-61.875,-65.375,364279952.53743625,,,
-61.875,-65.125,364279952.53743845,,,
-61.875,-64.875,364279952.537435,,,
-61.875,-64.625,364279952.5374561,,,
-61.875,-64.375,364279952.5374349,,,
-61.875,-64.125,364279952.5374374,,,
-61.875,-63.875,364279952.5374308,,,
-61.875,-63.625,364279952.5374374,,,
-61.875,-63.375,364279952.5374554,,,
-61.875,-63.125,364279952.5374334,,,
-61.875,-62.875,364279952.5374394,,,
-61.875,-62.625,364279952.53743297,,,
-61.875,-62.375,364279952.5374545,,,
-61.875,-62.125,364279952.53744066,,,
-61.875,-61.875,364279952.5374317,,,
-61.875,-61.625,364279952.5374349,,,
-61.875,-61.375,364279952.53743464,,,
-61.875,-61.125,364279952.5374537,,,
-61.875,-60.875,364279952.53743607,,,
-61.875,-60.625,364279952.5374382,,,
-61.875,-60.375,364279952.5374393,,,
-61.875,-60.125,364279952.5374525,,,
-61.875,-59.875,364279952.53743446,,,
-61.875,-59.625,364279952.53744304,,,
-61.875,-59.375,364279952.5374311,,,
-61.875,-59.125,364279952.53743845,,,
-61.875,-58.875,364279952.53745896,,,
-61.875,-58.625,364279952.53743523,,,
-61.875,-57.125,364279952.5374291,,,
-61.875,-56.875,364279952.53744364,,,
-61.875,-56.625,364279952.5374379,,,
-61.875,-56.375,364279952.53744394,,,
-61.875,-56.125,364279952.5374288,,,
-61.875,-55.875,364279952.5374486,,,
-61.875,-55.625,364279952.5374377,,,
-61.875,-55.375,364279952.5374508,,,
-61.875,-55.125,364279952.5374313,,,
-61.875,-54.875,364279952.53742814,,,
-61.875,-54.625,364279952.53744537,,,
-61.875,-54.375,364279952.53743917,,,
-61.875,-54.125,364279952.5374379,,,
-61.875,-53.875,364279952.53744054,,,
-61.875,-53.625,364279952.53745127,,,
-61.875,-53.375,364279952.53743315,,,
-61.875,-53.125,364279952.5374418,,,
-61.875,-52.875,364279952.53743017,,,
-61.875,-52.625,364279952.53744215,,,
-61.875,-52.375,364279952.5374466,,,
-61.875,-52.125,364279952.5374275,,,
-61.875,-51.875,364279952.5374379,,,
-61.875,-51.625,364279952.5374403,,,
-61.875,-51.375,364279952.53745085,,,
-61.875,-51.125,364279952.5374399,,,
-61.875,-50.875,364279952.53743917,,,
-61.875,-50.625,364279952.53742754,,,
-61.875,-50.375,364279952.5374353,,,
-61.875,-50.125,364279952.5374501,,,
-62.125,-69.875,361302796.71770924,,,
-62.125,-69.625,361302796.7177148,,,
-62.125,-69.375,361302796.7177089,,,
-62.125,-69.125,361302796.7177253,,,
-62.125,-68.875,361302796.7177116,,,
-62.125,-68.625,361302796.7177057,,,
-62.125,-68.375,361302796.7177101,,,
-62.125,-68.125,361302796.71770644,,,
-62.125,-67.875,361302796.71772283,,,
-62.125,-67.625,361302796.71771467,,,
-62.125,-67.375,361302796.71770936,,,
-62.125,-67.125,361302796.71770686,,,
-62.125,-66.875,361302796.717729,,,
-62.125,-66.625,361302796.71770793,,,
-62.125,-66.375,361302796.717709,,,
-62.125,-66.125,361302796.71770936,,,
-62.125,-65.875,361302796.7177087,,,
-62.125,-65.625,361302796.7177224,,,
-62.125,-65.375,361302796.7177122,,,
-62.125,-65.125,361302796.7177094,,,
-62.125,-64.875,361302796.7177075,,,
-62.125,-64.625,361302796.71772414,,,
-62.125,-64.375,361302796.7177038,,,
-62.125,-64.125,361302796.7177145,,,
-62.125,-63.875,361302796.71770406,,,
-62.125,-63.625,361302796.7177049,,,
-62.125,-63.375,361302796.71772885,,,
-62.125,-63.125,361302796.71770984,,,
-62.125,-62.875,361302796.71770805,,,
-62.125,-62.625,361302796.71770823,,,
-62.125,-62.375,361302796.7177313,,,
-62.125,-62.125,361302796.71770245,,,
-62.125,-61.875,361302796.7177045,,,
-62.125,-61.625,361302796.71771234,,,
-62.125,-61.375,361302796.71770847,,,
-62.125,-61.125,361302796.71772593,,,
-62.125,-60.875,361302796.71770805,,,
-62.125,-60.625,361302796.7177085,,,
-62.125,-60.375,361302796.71771514,,,
-62.125,-60.125,361302796.7177277,,,
-62.125,-59.875,361302796.7177049,,,
-62.125,-59.625,361302796.7177148,,,
-62.125,-59.375,361302796.7177052,,,
-62.125,-59.125,361302796.7177126,,,
-62.125,-57.625,361302796.7177049,,,
-62.125,-57.375,361302796.7177159,,,
-62.125,-57.125,361302796.7177107,,,
-62.125,-56.875,361302796.71771646,,,
-62.125,-56.625,361302796.71770597,,,
-62.125,-56.375,361302796.71772414,,,
-62.125,-56.125,361302796.7176991,,,
-62.125,-55.875,361302796.71772087,,,
-62.125,-55.625,361302796.7177071,,,
-62.125,-55.375,361302796.71772444,,,
-62.125,-55.125,361302796.71770865,,,
-62.125,-54.875,361302796.71770793,,,
-62.125,-54.625,361302796.71771723,,,
-62.125,-54.375,361302796.7177052,,,
-62.125,-54.125,361302796.71770865,,,
-62.125,-53.875,361302796.71771497,,,
-62.125,-53.625,361302796.71772087,,,
-62.125,-53.375,361302796.7177071,,,
-62.125,-53.125,361302796.7177165,,,
-62.125,-52.875,361302796.71770436,,,
-62.125,-52.625,361302796.71771437,,,
-62.125,-52.375,361302796.71771,,,
-62.125,-52.125,361302796.7177031,,,
-62.125,-51.875,361302796.71771896,,,
-62.125,-51.625,361302796.7177159,,,
-62.125,-51.375,361302796.7177175,,,
-62.125,-51.125,361302796.7177141,,,
-62.125,-50.875,361302796.71771604,,,
-62.125,-50.625,361302796.7177015,,,
-62.125,-50.375,361302796.71771187,,,
-62.125,-50.125,361302796.7177193,,,
-62.375,-69.875,358318762.3527359,,,
-62.375,-69.625,358318762.35273945,,,
-62.375,-69.375,358318762.352741,,,
-62.375,-69.125,358318762.35275555,,,
-62.375,-68.875,358318762.35273826,,,
-62.375,-68.625,358318762.35273796,,,
-62.375,-68.375,358318762.352743,,,
-62.375,-68.125,358318762.35274017,,,
-62.375,-67.875,358318762.3527529,,,
-62.375,-67.625,358318762.3527478,,,
-62.375,-67.375,358318762.35273796,,,
-62.375,-67.125,358318762.35274076,,,
-62.375,-66.875,358318762.3527532,,,
-62.375,-66.625,358318762.3527359,,,
-62.375,-66.375,358318762.352743,,,
-62.375,-66.125,358318762.3527444,,,
-62.375,-65.875,358318762.3527343,,,
-62.375,-65.625,358318762.3527545,,,
-62.375,-65.375,358318762.35274434,,,
-62.375,-65.125,358318762.3527392,,,
-62.375,-64.875,358318762.35273945,,,
-62.375,-64.625,358318762.352749,,,
-62.375,-64.375,358318762.35273504,,,
-62.375,-64.125,358318762.3527426,,,
-62.375,-63.875,358318762.35273707,,,
-62.375,-63.625,358318762.35273963,,,
-62.375,-63.375,358318762.3527609,,,
-62.375,-63.125,358318762.35273796,,,
-62.375,-62.875,358318762.3527344,,,
-62.375,-62.625,358318762.35273933,,,
-62.375,-62.375,358318762.3527607,,,
-62.375,-62.125,358318762.3527384,,,
-62.375,-61.875,358318762.35273844,,,
-62.375,-61.625,358318762.35274005,,,
-62.375,-61.375,358318762.35273767,,,
-62.375,-61.125,358318762.3527558,,,
-62.375,-60.875,358318762.3527425,,,
-62.375,-60.625,358318762.35274166,,,
-62.375,-60.375,358318762.3527407,,,
-62.375,-60.125,358318762.3527592,,,
-62.375,-59.375,358318762.35273725,,,
-62.375,-58.625,358318762.3527363,,,
-62.375,-58.375,358318762.3527429,,,
-62.375,-58.125,358318762.35273933,,,
-62.375,-57.875,358318762.3527533,,,
-62.375,-57.625,358318762.3527401,,,
-62.375,-57.375,358318762.3527469,,,
-62.375,-57.125,358318762.35274076,,,
-62.375,-56.875,358318762.352749,,,
-62.375,-56.625,358318762.3527307,,,
-62.375,-56.375,358318762.3527553,,,
-62.375,-56.125,358318762.3527303,,,
-62.375,-55.875,358318762.35275084,,,
-62.375,-55.625,358318762.3527381,,,
-62.375,-55.375,358318762.35275185,,,
-62.375,-55.125,358318762.35273904,,,
-62.375,-54.875,358318762.35273576,,,
-62.375,-54.625,358318762.35274935,,,
-62.375,-54.375,358318762.3527303,,,
-62.375,-54.125,358318762.35274255,,,
-62.375,-53.875,358318762.35274553,,,
-62.375,-53.625,358318762.3527425,,,
-62.375,-53.375,358318762.35274154,,,
-62.375,-53.125,358318762.3527495,,,
-62.375,-52.875,358318762.3527284,,,
-62.375,-52.625,358318762.35274345,,,
-62.375,-52.375,358318762.3527492,,,
-62.375,-52.125,358318762.3527327,,,
-62.375,-51.875,358318762.352747,,,
-62.375,-51.625,358318762.35274696,,,
-62.375,-51.375,358318762.3527491,,,
-62.375,-51.125,358318762.35274285,,,
-62.375,-50.875,358318762.352747,,,
-62.375,-50.625,358318762.35272855,,,
-62.375,-50.375,358318762.3527447,,,
-62.375,-50.125,358318762.3527479,,,
-62.625,-69.875,355327906.25396013,,,
-62.625,-69.625,355327906.25396544,,,
-62.625,-69.375,355327906.25396377,,,
-62.625,-69.125,355327906.2539781,,,
-62.625,-68.875,355327906.25396544,,,
-62.625,-68.625,355327906.2539642,,,
-62.625,-68.375,355327906.25396585,,,
-62.625,-68.125,355327906.25396365,,,
-62.625,-67.875,355327906.25397575,,,
-62.625,-67.625,355327906.2539641,,,
-62.625,-67.375,355327906.25396186,,,
-62.625,-67.125,355327906.2539627,,,
-62.625,-66.875,355327906.2539786,,,
-62.625,-66.625,355327906.253962,,,
-62.625,-66.375,355327906.25396734,,,
-62.625,-66.125,355327906.2539621,,,
-62.625,-65.875,355327906.25395733,,,
-62.625,-65.625,355327906.25398093,,,
-62.625,-65.375,355327906.25396365,,,
-62.625,-65.125,355327906.25396585,,,
-62.625,-64.875,355327906.2539659,,,
-62.625,-64.625,355327906.25397986,,,
-62.625,-64.375,355327906.2539643,,,
-62.625,-64.125,355327906.253962,,,
-62.625,-63.875,355327906.2539583,,,
-62.625,-63.625,355327906.25396556,,,
-62.625,-63.375,355327906.25398433,,,
-62.625,-63.125,355327906.2539618,,,
-62.625,-62.875,355327906.2539593,,,
-62.625,-62.625,355327906.25396323,,,
-62.625,-62.375,355327906.2539869,,,
-62.625,-62.125,355327906.2539666,,,
-62.625,-61.875,355327906.2539545,,,
-62.625,-61.625,355327906.25395966,,,
-62.625,-61.375,355327906.2539606,,,
-62.625,-61.125,355327906.25398284,,,
-62.625,-59.625,355327906.2539647,,,
-62.625,-59.375,355327906.25396097,,,
-62.625,-59.125,355327906.25396305,,,
-62.625,-58.875,355327906.25398666,,,
-62.625,-58.625,355327906.2539595,,,
-62.625,-58.375,355327906.25396585,,,
-62.625,-58.125,355327906.2539624,,,
-62.625,-57.875,355327906.253975,,,
-62.625,-57.625,355327906.2539617,,,
-62.625,-57.375,355327906.25396544,,,
-62.625,-57.125,355327906.25396246,,,
-62.625,-56.875,355327906.2539718,,,
-62.625,-56.625,355327906.2539561,,,
-62.625,-56.375,355327906.25397456,,,
-62.625,-56.125,355327906.2539583,,,
-62.625,-55.875,355327906.2539746,,,
-62.625,-55.625,355327906.25395936,,,
-62.625,-55.375,355327906.253977,,,
-62.625,-55.125,355327906.253963,,,
-62.625,-54.875,355327906.2539603,,,
-62.625,-54.625,355327906.2539719,,,
-62.625,-54.375,355327906.2539587,,,
-62.625,-54.125,355327906.25396943,,,
-62.625,-53.875,355327906.25397164,,,
-62.625,-53.625,355327906.2539683,,,
-62.625,-53.375,355327906.253965,,,
-62.625,-53.125,355327906.253972,,,
-62.625,-52.875,355327906.2539596,,,
-62.625,-52.625,355327906.2539688,,,
-62.625,-52.375,355327906.25397307,,,
-62.625,-52.125,355327906.25395745,,,
-62.625,-51.875,355327906.25396824,,,
-62.625,-51.625,355327906.25396454,,,
-62.625,-51.375,355327906.2539724,,,
-62.625,-51.125,355327906.25396943,,,
-62.625,-50.875,355327906.253973,,,
-62.625,-50.625,355327906.2539515,,,
-62.625,-50.375,355327906.2539602,,,
-62.625,-50.125,355327906.2539741,,,
-62.875,-69.875,352330285.3627936,,,
-62.875,-69.625,352330285.3627995,,,
-62.875,-69.375,352330285.3627986,,,
-62.875,-69.125,352330285.3628101,,,
-62.875,-68.875,352330285.3627964,,,
-62.875,-68.625,352330285.3627953,,,
-62.875,-68.375,352330285.3627983,,,
-62.875,-68.125,352330285.3627983,,,
-62.875,-67.875,352330285.36281216,,,
-62.875,-67.625,352330285.36280173,,,
-62.875,-67.375,352330285.3627924,,,
-62.875,-67.125,352330285.3627975,,,
-62.875,-66.875,352330285.3628195,,,
-62.875,-66.625,352330285.3627951,,,
-62.875,-66.375,352330285.36279804,,,
-62.875,-66.125,352330285.3627983,,,
-62.875,-65.875,352330285.3627954,,,
-62.875,-65.625,352330285.3628189,,,
-62.875,-65.375,352330285.3627955,,,
-62.875,-65.125,352330285.3627957,,,
-62.875,-64.875,352330285.3628012,,,
-62.875,-64.625,352330285.36281425,,,
-62.875,-64.375,352330285.3627977,,,
-62.875,-64.125,352330285.36279404,,,
-62.875,-63.875,352330285.3627944,,,
-62.875,-63.625,352330285.36280143,,,
-62.875,-63.375,352330285.36282,,,
-62.875,-63.125,352330285.36279774,,,
-62.875,-62.875,352330285.3627951,,,
-62.875,-62.625,352330285.3627937,,,
-62.875,-62.375,352330285.3628177,,,
-62.875,-62.125,352330285.3627965,,,
-62.875,-61.875,352330285.3627991,,,
-62.875,-61.625,352330285.36279947,,,
-62.875,-60.875,352330285.36280155,,,
-62.875,-60.625,352330285.36279684,,,
-62.875,-60.375,352330285.3627972,,,
-62.875,-60.125,352330285.36281204,,,
-62.875,-59.875,352330285.3627949,,,
-62.875,-59.625,352330285.36279935,,,
-62.875,-59.375,352330285.3627969,,,
-62.875,-59.125,352330285.3627965,,,
-62.875,-58.875,352330285.3628178,,,
-62.875,-58.625,352330285.3627947,,,
-62.875,-58.375,352330285.36280227,,,
-62.875,-58.125,352330285.3627983,,,
-62.875,-57.875,352330285.3628096,,,
-62.875,-57.625,352330285.3627958,,,
-62.875,-57.375,352330285.36280215,,,
-62.875,-57.125,352330285.36280227,,,
-62.875,-56.875,352330285.3628057,,,
-62.875,-56.625,352330285.3627887,,,
-62.875,-56.375,352330285.3628102,,,
-62.875,-56.125,352330285.36279243,,,
-62.875,-55.875,352330285.36280835,,,
-62.875,-55.625,352330285.3627965,,,
-62.875,-55.375,352330285.3628164,,,
-62.875,-55.125,352330285.3627994,,,
-62.875,-54.875,352330285.3627932,,,
-62.875,-54.625,352330285.36279786,,,
-62.875,-54.375,352330285.362795,,,
-62.875,-54.125,352330285.3628007,,,
-62.875,-53.875,352330285.3628086,,,
-62.875,-53.625,352330285.3628009,,,
-62.875,-53.375,352330285.36279815,,,
-62.875,-53.125,352330285.36280525,,,
-62.875,-52.875,352330285.36279786,,,
-62.875,-52.625,352330285.3628018,,,
-62.875,-52.375,352330285.3628004,,,
-62.875,-52.125,352330285.3627986,,,
-62.875,-51.875,352330285.36279815,,,
-62.875,-51.625,352330285.3627963,,,
-62.875,-51.375,352330285.3628165,,,
-62.875,-51.125,352330285.3628008,,,
-62.875,-50.875,352330285.3628063,,,
-62.875,-50.625,352330285.36279225,,,
-62.875,-50.375,352330285.36279964,,,
-62.875,-50.125,352330285.3628134,,,
-63.125,-69.875,349325956.7493341,,,
-63.125,-69.625,349325956.7493344,,,
-63.125,-69.375,349325956.74933946,,,
-63.125,-69.125,349325956.7493509,,,
-63.125,-68.875,349325956.7493384,,,
-63.125,-68.625,349325956.7493337,,,
-63.125,-68.375,349325956.749338,,,
-63.125,-68.125,349325956.7493348,,,
-63.125,-67.875,349325956.74935293,,,
-63.125,-67.625,349325956.7493376,,,
-63.125,-67.375,349325956.7493304,,,
-63.125,-67.125,349325956.74933577,,,
-63.125,-66.875,349325956.7493569,,,
-63.125,-66.625,349325956.74933,,,
-63.125,-66.375,349325956.74934274,,,
-63.125,-66.125,349325956.7493408,,,
-63.125,-65.875,349325956.7493323,,,
-63.125,-65.625,349325956.74935514,,,
-63.125,-65.375,349325956.74933773,,,
-63.125,-65.125,349325956.7493364,,,
-63.125,-64.875,349325956.74933445,,,
-63.125,-64.625,349325956.7493533,,,
-63.125,-64.375,349325956.7493345,,,
-63.125,-64.125,349325956.749334,,,
-63.125,-63.875,349325956.74933714,,,
-63.125,-63.625,349325956.7493395,,,
-63.125,-63.375,349325956.74935776,,,
-63.125,-63.125,349325956.7493352,,,
-63.125,-62.875,349325956.74933356,,,
-63.125,-62.625,349325956.74933505,,,
-63.125,-62.375,349325956.74936146,,,
-63.125,-62.125,349325956.7493367,,,
-63.125,-61.875,349325956.7493338,,,
-63.125,-61.625,349325956.749336,,,
-63.125,-61.375,349325956.7493292,,,
-63.125,-61.125,349325956.74935573,,,
-63.125,-60.875,349325956.7493378,,,
-63.125,-60.625,349325956.7493376,,,
-63.125,-60.375,349325956.74933577,,,
-63.125,-60.125,349325956.74935514,,,
-63.125,-59.875,349325956.7493281,,,
-63.125,-59.625,349325956.7493403,,,
-63.125,-59.375,349325956.7493336,,,
-63.125,-59.125,349325956.749339,,,
-63.125,-58.875,349325956.7493595,,,
-63.125,-58.625,349325956.74933034,,,
-63.125,-58.375,349325956.7493374,,,
-63.125,-58.125,349325956.7493348,,,
-63.125,-57.875,349325956.7493503,,,
-63.125,-57.625,349325956.749334,,,
-63.125,-56.875,349325956.7493451,,,
-63.125,-56.625,349325956.74933213,,,
-63.125,-55.875,349325956.749349,,,
-63.125,-55.625,349325956.74933505,,,
-63.125,-55.375,349325956.7493525,,,
-63.125,-55.125,349325956.74933076,,,
-63.125,-54.875,349325956.7493384,,,
-63.125,-54.625,349325956.7493399,,,
-63.125,-54.375,349325956.7493364,,,
-63.125,-54.125,349325956.7493371,,,
-63.125,-53.875,349325956.7493465,,,
-63.125,-53.625,349325956.74933946,,,
-63.125,-53.375,349325956.7493367,,,
-63.125,-53.125,349325956.7493402,,,
-63.125,-52.875,349325956.7493346,,,
-63.125,-52.625,349325956.7493404,,,
-63.125,-52.375,349325956.7493454,,,
-63.125,-52.125,349325956.7493296,,,
-63.125,-51.875,349325956.7493406,,,
-63.125,-51.625,349325956.7493386,,,
-63.125,-51.375,349325956.7493507,,,
-63.125,-51.125,349325956.7493374,,,
-63.125,-50.875,349325956.7493407,,,
-63.125,-50.625,349325956.7493366,,,
-63.125,-50.375,349325956.7493337,,,
-63.125,-50.125,349325956.74934936,,,
-63.375,-69.875,346314977.6113976,,,
-63.375,-69.625,346314977.6113989,,,
-63.375,-69.375,346314977.6113989,,,
-63.375,-69.125,346314977.6114125,,,
-63.375,-68.875,346314977.6113974,,,
-63.375,-68.625,346314977.61139876,,,
-63.375,-68.375,346314977.6114005,,,
-63.375,-68.125,346314977.61139035,,,
-63.375,-67.875,346314977.6114139,,,
-63.375,-67.625,346314977.6114023,,,
-63.375,-67.375,346314977.61139435,,,
-63.375,-67.125,346314977.6113994,,,
-63.375,-66.875,346314977.61141866,,,
-63.375,-66.625,346314977.6113927,,,
-63.375,-66.375,346314977.61140096,,,
-63.375,-66.125,346314977.61140037,,,
-63.375,-65.875,346314977.6113948,,,
-63.375,-65.625,346314977.6114144,,,
-63.375,-65.375,346314977.6113992,,,
-63.375,-65.125,346314977.6113976,,,
-63.375,-64.875,346314977.61139584,,,
-63.375,-64.625,346314977.6114172,,,
-63.375,-64.375,346314977.61139446,,,
-63.375,-64.125,346314977.6113975,,,
-63.375,-63.875,346314977.6114001,,,
-63.375,-63.625,346314977.6113972,,,
-63.375,-63.375,346314977.611419,,,
-63.375,-63.125,346314977.6114008,,,
-63.375,-62.875,346314977.61139846,,,
-63.375,-62.625,346314977.61139476,,,
-63.375,-62.375,346314977.6114218,,,
-63.375,-62.125,346314977.6113968,,,
-63.375,-61.875,346314977.61139137,,,
-63.375,-61.625,346314977.6114045,,,
-63.375,-61.375,346314977.61139196,,,
-63.375,-61.125,346314977.6114186,,,
-63.375,-60.875,346314977.61139405,,,
-63.375,-60.625,346314977.6113958,,,
-63.375,-60.375,346314977.6113993,,,
-63.375,-60.125,346314977.6114191,,,
-63.375,-59.875,346314977.6113908,,,
-63.375,-59.625,346314977.611406,,,
-63.375,-59.375,346314977.6113979,,,
-63.375,-59.125,346314977.61140305,,,
-63.375,-58.875,346314977.6114203,,,
-63.375,-58.625,346314977.6113956,,,
-63.375,-56.625,346314977.61139107,,,
-63.375,-55.625,346314977.6113933,,,
-63.375,-55.375,346314977.6114185,,,
-63.375,-55.125,346314977.6113952,,,
-63.375,-54.875,346314977.6113967,,,
-63.375,-54.625,346314977.6114034,,,
-63.375,-54.375,346314977.6113994,,,
-63.375,-54.125,346314977.6114005,,,
-63.375,-53.875,346314977.61140615,,,
-63.375,-53.625,346314977.6114052,,,
-63.375,-53.375,346314977.6113971,,,
-63.375,-53.125,346314977.61139965,,,
-63.375,-52.875,346314977.61139584,,,
-63.375,-52.625,346314977.6114016,,,
-63.375,-52.375,346314977.6114102,,,
-63.375,-52.125,346314977.6113889,,,
-63.375,-51.875,346314977.61140406,,,
-63.375,-51.625,346314977.61140233,,,
-63.375,-51.375,346314977.6114113,,,
-63.375,-51.125,346314977.61139715,,,
-63.375,-50.875,346314977.6114056,,,
-63.375,-50.625,346314977.61140007,,,
-63.375,-50.375,346314977.61139244,,,
-63.375,-50.125,346314977.6114104,,,
-63.625,-69.875,343297405.273318,,,
-63.625,-69.625,343297405.2733178,,,
-63.625,-69.375,343297405.2733182,,,
-63.625,-69.125,343297405.2733333,,,
-63.625,-68.875,343297405.2733159,,,
-63.625,-68.625,343297405.2733153,,,
-63.625,-68.375,343297405.2733251,,,
-63.625,-68.125,343297405.2733205,,,
-63.625,-67.875,343297405.2733357,,,
-63.625,-67.625,343297405.27332217,,,
-63.625,-67.375,343297405.2733126,,,
-63.625,-67.125,343297405.27332056,,,
-63.625,-66.875,343297405.27333695,,,
-63.625,-66.625,343297405.27331454,,,
-63.625,-66.375,343297405.2733246,,,
-63.625,-66.125,343297405.27332187,,,
-63.625,-65.875,343297405.273315,,,
-63.625,-65.625,343297405.27333385,,,
-63.625,-65.375,343297405.2733237,,,
-63.625,-65.125,343297405.27332103,,,
-63.625,-64.875,343297405.2733204,,,
-63.625,-64.625,343297405.27333754,,,
-63.625,-64.375,343297405.27331525,,,
-63.625,-64.125,343297405.27332,,,
-63.625,-63.875,343297405.2733227,,,
-63.625,-63.625,343297405.2733204,,,
-63.625,-63.375,343297405.27333796,,,
-63.625,-63.125,343297405.2733173,,,
-63.625,-62.875,343297405.27331966,,,
-63.625,-62.625,343297405.27331924,,,
-63.625,-62.375,343297405.2733374,,,
-63.625,-62.125,343297405.2733185,,,
-63.625,-61.875,343297405.2733162,,,
-63.625,-61.625,343297405.2733231,,,
-63.625,-61.375,343297405.2733161,,,
-63.625,-61.125,343297405.27333695,,,
-63.625,-60.875,343297405.27331597,,,
-63.625,-60.625,343297405.2733227,,,
-63.625,-60.375,343297405.2733238,,,
-63.625,-60.125,343297405.27333355,,,
-63.625,-59.875,343297405.27331144,,,
-63.625,-59.625,343297405.27332574,,,
